Scientific Name,Common Name,Species ID,Link,Plant Type,Light Preference,Water Preference,Drought Tolerant?,Native to SG?,Fruit Bearing?,Fragrant Plant?,Maximum Height,Flower Colour,Hazard,Attracted Animals,Native habitat,Mature Leaf Colour,Young Flush Leaf Colour,Leaf Area Index,Growth Rate,Trunk Texture,Trunk Colour,Leaf Texture
Dracaena reflexa var. angustifolia 'Colorama',Rainbow Tree,1960,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1960,Shrub,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,-,-,-,-,-,"Red, Green",-,3.5 (Shrub & Groundcover - Monocot),-,None,None,-
Dracaena reflexa var. angustifolia 'Tricolor',Rainbow Tree,1961,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1961,Shrub,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,3 m,-,-,-,-,"Red, Green, White",-,3.5 (Shrub & Groundcover - Monocot),-,None,None,"Long, subulate (very narrowly lanceolate) leaves, ranging from 15 - 50cm long, tapering to an acuminate point. Midribs are usually cream, flanked by green and then reddish-pink at the margins. On specimens grown outdoors under direct sunlight, leaves tend to be very stiff and erect, creating a spiky appearance to the crown. Indoor specimens tend to have drooping foliage (except for very young leaves) and may have deeper colouration or even lose some of their variegation if the light levels are too low."
Dracaena sanderiana (variegated),-,1966,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1966,Shrub,Semi Shade,Moderate Water,False,False,False,False,"A slender yet hardy, multi-stemmed, understorey shrub with attractive, erect to spreading, flexible, strap-shaped leaves that crowd toward the apex of the stems or spaced along part of the stems.",Cream / Off-White,Toxic Upon Ingestion,-,Terrestrial,"Green, Yellow / Golden, White","Green, White, Yellow / Golden",3.5 (Shrub & Groundcover - Monocot),-,None,None,"Leaves simple, entire, sessile (attached directly by the base to the stem; without any stalk), usually strap-shaped to elliptic-lanceolate, crowded toward apex of stems or spaced along distal parts of stems, green (usually with variegation of different kinds in cultivars)."
Dracaena sanderiana 'Ceres',-,5579,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5579,Shrub,"Full Shade, Semi Shade",Moderate Water,False,False,False,False,-,Cream / Off-White,-,-,Terrestrial,"Green, Green - Bluish Green",-,-,-,None,None,-
Dracaena sanderiana Mast.,Lucky Bamboo,1965,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1965,Shrub,Semi Shade,Moderate Water,False,False,False,False,2 m,Cream / Off-White,Toxic Upon Ingestion,-,-,Green,-,3.5 (Shrub & Groundcover - Monocot),-,None,None,"Leaves simple, entire, sessile (attached directly by the base to the stem; without any stalk), usually strap-shaped to elliptic-lanceolate, crowded toward apex of stems or spaced along distal parts of stems, green."
Dracaena surculosa 'Aurea',-,5434,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5434,Shrub,Semi Shade,Moderate Water,False,False,False,False,-,-,-,-,-,"Green, Yellow / Golden",-,-,Fast to Moderate,None,None,-
Dracaena surculosa 'Florida Beauty',-,1968,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1968,Shrub,Semi Shade,Moderate Water,False,False,False,False,"Small-sized shrub with thin stems, able to grow to 0.5 - 1 m tall and with a spread of 0.5 - 1 m wide.",Small white flowers borne in an inflorescence.,-,-,Terrestrial,"Green, Yellow / Golden",-,3.5 (Shrub & Groundcover - Monocot),-,None,None,Broad elliptic leaves with cream to white patches on the surface.
Dracaena surculosa Lindl.,Gold Dust Dracaena,1967,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1967,Shrub,Semi Shade,Moderate Water,False,False,False,False,1 m,"Flowers are white, inconspicuous, about 1.5cm long, borne in a terminal globular cluster on a downward drooping peduncle which is about 8 to 15cm long.",-,-,-,"Green, Yellow / Golden",-,3.5 (Shrub & Groundcover - Monocot),-,None,None,"Leaves are smooth and leathery, about 7 - 12cm long, elliptical or ovate, with a mucronate apex. Young leaves are green with attractive yellow or golden variegation patterns, usually spots or blotches. They are arranged spirally at the growing tip of the stems. As the stem grows, the leaves mature and the yellow variegation fades to cream or white, and the internodes lengthen. Pairs of leaves may appear to be in opposite arrangement, while clusters of 3-4 leaves appear as whorls."
"Dracaena surculosa Lindl., Hook. f. var. maculata",Japanese Bamboo,1970,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1970,Herbaceous Plant,Semi Shade,Moderate Water,False,False,False,False,-,White,-,-,-,"Green, Yellow / Golden",-,3.5 (Shrub & Groundcover - Monocot),-,None,None,-
Dracaena surculosa 'Milky Way',-,1969,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1969,Shrub,"Full Shade, Semi Shade",Moderate Water,False,False,False,False,It is a small shrub with thin stems and attractive leaves.,-,-,-,-,"Green, White",-,3.5 (Shrub & Groundcover - Monocot),-,None,None,Its leaves are broad elliptic with white longitude band in the middle. The green section on the leaf has creamy to white irregular dots.
Dracaena surculosa Variegated cultivar,-,5270,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5270,Shrub,Semi Shade,Moderate Water,False,False,False,False,Spreading shrub to 60cm tall,-,-,Bird-Attracting (Fruits),Terrestrial,"Green, Purple, White",-,-,Moderate,None,None,"Leaves to 10cm long by 4cm wide, base color mid mid green with yellow blotches; variegated leaves white/very pale cream with green stripes or streaks. Juvenile leaves flushed pinkish purple."
Dracaena trifasciata (Prain) Mabb.,Mother-in-law's Tongue,2420,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2420,-,"Full Sun, Semi Shade",Little Water,True,False,False,True,-,"Cream / Off-White, Green, White",-,-,-,"Cream / Off-White, Green, Silver / Grey, Yellow / Golden",-,3.5 (Shrub & Groundcover - Monocot),Slow,None,None,None
Dracaena trifasciata cultivars,-,8459,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8459,-,"Full Sun, Semi Shade",Little Water,True,False,False,False,-,"Cream / Off-White, Green, White",-,-,-,-,-,-,Slow,None,None,None
Dracaena trifasciata 'Golden Hahnii',-,2423,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2423,-,"Full Sun, Semi Shade",Little Water,True,False,False,False,10 cm to 15 cm,White,-,-,Terrestrial,"Green, Yellow / Golden",-,3.5 (Shrub & Groundcover - Monocot),Slow,None,None,None
Dracaena trifasciata 'Hahnii',Golden Bird's Nest,2424,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2424,-,"Full Sun, Semi Shade",Little Water,True,False,False,False,-,-,-,-,-,"Green, Silver / Grey, Yellow / Golden",-,3.5 (Shrub & Groundcover - Monocot),Slow,None,None,None
Dracaena trifasciata 'Laurentii',Mother-In-Law's Tongue,2425,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2425,-,"Full Sun, Semi Shade",Little Water,True,False,False,False,-,-,-,-,-,"Green, Silver / Grey, Yellow / Golden",-,3.5 (Shrub & Groundcover - Monocot),Slow,None,None,None
Dracaena umbratica Ridl.,-,6754,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6754,Shrub,Semi Shade,Moderate Water,False,True,False,False,"It is a short, little branched shrub, 0.6–1 m tall.","Its small, white flowers are 2.5 cm long, and occur in loose clusters of 5 on a little to unbranched inflorescence.",-,Bird-Attracting,Terrestrial,-,-,-,-,None,None,"Its spirally arranged, stalked, leaves have leathery leaf blades that are usually oval-lance-shaped, ending abruptly in a pointed tip, with a narrowed base, green above, lighter green below, and 15 by 8 cm."
Dracaena zebra 'Siam Silver',Snake Plant,4668,https://www.nparks.gov.sg/florafaunaweb/flora/4/6/4668,-,"Full Sun, Semi Shade",Little Water,True,False,False,False,0.6 m,Cream / Off-White,-,-,-,"Silver / Grey, Green",-,-,Slow,None,None,None
Dracontomelon costatum Blume,-,8798,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8798,Tree,Full Sun,Moderate Water,False,False,False,False,30 m,-,-,-,-,-,-,-,Moderate,-,-,None
Dracontomelon dao (Blanco) Merr. & Rolfe,Argus Pheasant Tree,3287,https://www.nparks.gov.sg/florafaunaweb/flora/3/2/3287,Tree,Full Sun,"Lots of Water, Moderate Water",False,True,True,True,36 m,Cream / Off-White,-,-,"Terrestrial (Primary Rainforest, Monsoon Forest, Riverine)",Green,-,4.0 (Tree - Dense Canopy),Moderate,Scaly,Pinkish-Brown & Cream,None
Drimiopsis botryoides subsp. botryoides,Giant Squill,1972,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1972,Herbaceous Plant,"Full Sun, Semi Shade","Little Water, Moderate Water",False,False,False,False,0.1 m to 0.2 m,"Green, White",-,-,-,Green,-,3.5 (Shrub & Groundcover - Monocot),-,None,None,"Foliage fleshy, smooth, lanceolate or elliptical to oblong with entire leaf margin, light green leaves have small, irregular, dark green spots, erect to flat, measuring around 18 cm long and 8 cm wide."
Drimiopsis kirkii (variegated),-,4100,https://www.nparks.gov.sg/florafaunaweb/flora/4/1/4100,Herbaceous Plant,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,-,-,-,-,-,-,-,-,Fast to Moderate,None,None,-
Drimiopsis maculata Lindl. & Paxton,Little White Soldiers,5080,https://www.nparks.gov.sg/florafaunaweb/flora/5/0/5080,Herbaceous Plant,"Full Shade, Semi Shade",Moderate Water,False,False,False,False,-,Cream / Off-White,-,-,-,"Green, Patterned",-,-,-,None,None,-
Drosera × carbarup,Pygmy Drosera,7277,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7277,Herbaceous Plant,Full Sun,Lots of Water,False,False,False,False,"Pygmy, rosette-forming sundew up to 2-3 cm wide. In nature, it is an annual, but under cultivation, it can live for several years.",Pink,-,-,Terrestrial,Red,Red,-,-,None,None,"The red, circular leaf blade is densely covered in long, red tentacles. The yellow-green petiole is about 2 times the diameter of the leaf blade. Leaves are arranged in a rosette like the spokes of a wheel."
Drosera adelae,Lance-leaf Sundew,7229,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7229,Herbaceous Plant,"Full Sun, Semi Shade",Lots of Water,False,False,False,False,"Small, non-tuberous herbaceous perennial forms rosettes up to 20 cm tall.","Orange, Red, White",-,-,Terrestrial,Green,Green,-,-,None,None,"The lance-shaped leaves have a distinct, raised midrib and grow up to 20 cm long. The leaves are lined with dew-bearing tentacles to trap insects. The tentacles on the leaf margin are longer and more dense than the ones on the surface. The leaves turn burgundy under full sun or dark green under shade."
Drosera aliciae Raym.-Hamet,-,7300,https://www.nparks.gov.sg/florafaunaweb/flora/7/3/7300,Herbaceous Plant,Full Sun,Lots of Water,False,False,False,False,3 cm,Purple,-,-,-,-,-,-,-,None,None,"Spathulate leaves (2.5 cm long, 7 mm wide) are red under full sun and bright green under shade. Leaves form mound-shaped rosettes."
Drosera allantostigma,-,7275,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7275,Herbaceous Plant,Full Sun,Lots of Water,False,False,False,False,"Miniature, rosette-forming sundew up to about 2 cm wide.",White,-,-,Terrestrial,Green - Light Green,Green - Light Green,-,-,None,None,"The round leaves are distributed radially in a tight rosette. The leave are covered in red tentacles which bear a drop of sticky, elastic dew at the tip. The dew is composed of polysaccharides and water. The tentacles on the leaf margin tend to be longer than the ones closer to the centre."
Drosera binata,Forked-Leaf Sundew,7192,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7192,Herbaceous Plant,"Full Sun, Semi Shade",Lots of Water,False,False,False,False,30 cm,"Pink, White",-,-,-,Green,Green,-,-,None,None,"The thin, narrow leaves are forked at the tip into 2 prongs or further sub-divided into a multi-pronged tip. The leaf blade is lined with reddish brown tentacles holding tiny drops of mucilage known as dew. The mucilage contains digestive enzymes that break down the bodies of trapped insects."
Drosera broomensis Lowrie,-,7301,https://www.nparks.gov.sg/florafaunaweb/flora/7/3/7301,Herbaceous Plant,Full Sun,Lots of Water,False,False,False,False,Small herbaceous plant with a fountain-like form.,Orange,-,-,Terrestrial,-,-,-,-,None,None,"The leaf blade is small and round, while the petiole is long and narrow. The leaf blade is densely lined with sticky tentacles bearing mucilage called dew. The dew traps and digests small insects, providing nutrients for the plant. The leaves are arranged in a tight rosette which has a fountain-like form. The petiole or leaf-stalk has whitish hairs known as trichomes which help to trap moisture in the air and increase humidity around the plant."
Drosera burmanni,Dwarf Sundew,7021,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7021,Herbaceous Plant,Full Sun,Lots of Water,False,False,False,False,Biennial carnivorous plant with a rosette growth form.,-,-,-,-,-,-,-,-,None,None,"Small, round leaves are arranged in a rosette. Leaves are lined with sticky, glandular trichomes which help to trap insects."
Drosera burmanni (red form),Burmese Sundew,7265,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7265,Herbaceous Plant,Full Sun,Lots of Water,False,False,False,False,2 cm,White,-,-,-,-,-,-,-,None,None,The spathulate leaves are lined with glandular trichomes and arranged in a tight rosette.
Drosera capensis L.,Cape Sundew,7344,https://www.nparks.gov.sg/florafaunaweb/flora/7/3/7344,Herbaceous Plant,Full Sun,Lots of Water,False,False,False,False,15 cm,Pink,-,-,-,-,-,-,-,None,None,"The narrowly elongated, light green leaf blade is lined with brown to reddish brown tentacles. The rounded leaf tips wrap around prey to prevent escape."
Drosera falconeri Kondô & P.Tsang,-,7298,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7298,Herbaceous Plant,Full Sun,Lots of Water,False,False,False,False,-,-,-,-,-,-,-,-,-,None,None,-
Drosera fulva Planch.,-,7228,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7228,Herbaceous Plant,Full Sun,Lots of Water,False,False,False,False,-,-,-,-,-,-,-,-,-,None,None,-
Drosera intermedia Hayne,Spoonleaf Sundew,7179,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7179,Herbaceous Plant,Full Sun,Lots of Water,False,False,False,False,"Non-tuberous, rosette-forming carnivorous plant up to 20 cm high.",White,-,-,-,-,-,-,-,None,None,"The oval, elongated leaf is up to 10 mm long and 5 mm wide. The upper surface is covered in red glandular trichomes. The petiole (or leaf-stalk) is hairless, up to 4 cm long and round/ oval in cross-section."
Drosera kenneallyi Lowrie,Sundew,7304,https://www.nparks.gov.sg/florafaunaweb/flora/7/3/7304,Herbaceous Plant,Full Sun,Lots of Water,False,False,False,False,-,-,-,-,-,-,-,-,-,None,None,-
Drosera nidiformis Debbert,-,7299,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7299,Herbaceous Plant,Full Sun,Lots of Water,False,False,False,False,This species forms a loose clump of leaves.,The flowers are self-pollinating and produce a large number of seeds which easily germinate without treatment.,-,-,Terrestrial,Green,Green,-,Moderate,None,None,"The narrow, spoon-shaped leaves are loosely arranged in a clump and grow over 5 cm long. Leaves will curl around trapped prey within 2-3 hours. New leaves are held erect, while older leaves are held at an angle."
Drosera paradoxa Lowrie,Sundew,7294,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7294,Herbaceous Plant,Full Sun,Lots of Water,False,False,False,False,5 cm,Purple,-,-,Terrestrial,Red,Red,-,-,None,None,"The leaves have long petioles and small, round leaf blades which are armed with red, sticky tentacles. They are densely arranged in a rosette, forming a fountain-like shape. Small insects that are trapped on the sticky tentacles become slowly digested, providing nutrients to the plant."
Drynaria quercifolia (L.) J.Sm.,Oak Leaf Fern,1548,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1548,"Epiphyte, Herbaceous Plant",Semi Shade,"Little Water, Occasional Misting",False,True,False,False,1.5 m,-,-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest, Freshwater Swamp Forest, Riverine, Disturbed Area / Open Ground)","Green, Brown",-,-,Fast to Moderate,None,None,"Its simple, lobed fronds (leaves) develop as 2 distinct types, nest and foliage fronds. The nest fronds are sessile, 40 by 30 cm, sterile, long-persisting, capture debris as humus for the plant, and protect the rhizome from exposure to sunlight and wind. The foliage fronds are stalked, 130 by 40 cm, fertile, lobed almost to the midribs, deciduous, drooping, and bear sori when mature. The blades split from the midrib when a foliage frond is old or experiences harsh external conditions."
Drynaria quercifolia 'Pinto',Variegated Oak Leaf Fern,1549,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1549,"Epiphyte, Herbaceous Plant",Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,Epiphytic or lithophytic fern with dimporphic fronds,-,-,-,-,"Green, White, Cream / Off-White",-,-,Fast to Moderate,None,None,"Fronds dimporpic; nest leaves shallowly lobed, to 40cm long by 30cm wide, light green, turning light brown - reddish brown with age, persisting even after drying up completely. Fertile fronds pinnatifid, mid green with cream-white streaks,  to 1.2m in length or occasionally shorter. Sporagia dark brown, in circular clusters, arranged at a 45' angle to the mid vein of the lobes of the leaf blade."
Drynaria rigidula (Sw.) Bedd.,Basket Fern,8650,https://www.nparks.gov.sg/florafaunaweb/flora/8/6/8650,Herbaceous Plant,Semi Shade,Moderate Water,False,False,False,False,1.5 m,-,-,-,Terrestrial,"Green, Brown",-,-,Fast to Moderate,None,None,"There are two type of foliage; nest fronds (sterile) and foliage fronds (fertile). Nest fronds are oak-like, stalkless, brownish red in colour with denticulate margins. They have a papery texture and tend to overlap one another, measuring between 10 - 30 cm long and 5 - 15 cm wide. Foliage fronds are pinnate, green, sometimes erect. They can reach between 25 - 200 cm long, made up of linear leaflets with crenate to serrate margins. Each frond is held on a brownish red to purple stipe with short fine hairs measuring up to 40 cm long."
Dryobalanops aromatica C.F. Gaertn.,Kapur,2862,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2862,Tree,Full Sun,Moderate Water,False,False,False,False,"Large tree with resinous wood and buttresses, able to grow up to about 45 m in its natural habitat",White,-,-,Terrestrial,Green,-,-,Moderate,"Girth size can reach up to 1.8 m wide, surface fissured.","Girth size can reach up to 1.8 m wide, surface fissured.",None
Dryobalanops lanceolata Burck,Kapur Paji,6797,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6797,Tree,Full Sun,Moderate Water,False,False,False,False,69 m,Flowers occurs in a cluster. Flower bud is spindle shaped and reveals white lanceolate petals with 30 stamens when in bloom.,-,-,Terrestrial,-,-,-,Moderate,-,-,None
Dryobalanops oblongifolia,Kapur Kuras,2863,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2863,Tree,Full Sun,Moderate Water,False,False,True,False,"Large tree with buttresses, able to grow up to about 60 m tall in its natural habitat.",White,-,-,Terrestrial,Green,-,4.0 (Tree - Dense Canopy),Moderate,"Girth size can reach up to 1.5 m wide, bark is dark yellowish-brown and flaky.","Girth size can reach up to 1.5 m wide, bark is dark yellowish-brown and flaky.",None
Drypetes pendula Ridl.,Sabre Leaf,3388,https://www.nparks.gov.sg/florafaunaweb/flora/3/3/3388,Tree,Full Sun,Moderate Water,False,True,False,False,-,-,-,-,Terrestrial,-,Red,-,Moderate,-,-,None
Duabanga grandiflora,Beremban Bukit,2864,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2864,Tree,Full Sun,Moderate Water,False,False,False,False,"Large tree, scarcely buttressed, able to grow up to about 18 - 30 m tall, sometimes reaching 40 m in its natural habitat.",White,-,-,Terrestrial,Green,-,-,Moderate,-,-,None
Duperrea pavettifolia (Kurz) Pit.,长柱山丹,4911,https://www.nparks.gov.sg/florafaunaweb/flora/4/9/4911,"Shrub, Tree",Full Sun,Moderate Water,False,False,False,False,1.5 m to 6 m,White,-,-,Terrestrial,Green,-,-,Fast to Moderate,-,-,"Smooth or softly hairy leaves are oblanceolate to obovate or elliptic to oblong (7-25 cm long, 3-8.5 cm wide). Petiole is 3-8 mm long and covered in bristly hairs."
Duranta cultivar (dark purple flowers with white edge),-,1973,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1973,Shrub,Full Sun,Moderate Water,False,False,False,False,"Large, evergreen shrub with multiple stems and hanging branches. It has a sprawling growth habit.",Purple,-,"Butterfly-Attracting (Flower Nectar), Bee-Attracting",-,Green,-,4.5 (Shrub & Groundcover - Dicot),-,None,None,Leaves are ovate with serrate to entire leaf margin (2.5 - 7.5 cm long).
Duranta 'Dwarf White',-,1974,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1974,Shrub,Full Sun,Moderate Water,False,False,False,False,-,-,-,Butterfly-Attracting,-,"Green, White",-,4.5 (Shrub & Groundcover - Dicot),-,None,None,-
Duranta erecta 'Alba',White Sky Flower,1977,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1977,Shrub,Full Sun,Moderate Water,False,False,False,False,2 m to 3 m,White,-,Butterfly-Attracting (Flower Nectar),-,Green,-,4.5 (Shrub & Groundcover - Dicot),-,None,None,Leaves are ovate with entire leaf margin (2.5 - 7.5 cm long).
Duranta erecta 'Gold Edge',Golden Dew Drop,1978,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1978,Shrub,Full Sun,Moderate Water,False,False,False,False,3 m,This cultivar seldom produces flowers.,-,-,-,"Green, Yellow / Golden",-,4.5 (Shrub & Groundcover - Dicot),-,None,None,"Ovate, variegated leaves have a serrate, yellow leaf margin and a green center of varying size. Leaf arrangement is opposite."
Duranta erecta L.,Golden Dew-Drop,1976,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1976,Shrub,Full Sun,Moderate Water,False,False,False,False,"Large, evergreen shrub with multiple stems and hanging branches. It has a sprawling growth habit.",Purple,"Spines/Thorns - Stem/Branch, Toxic Upon Ingestion",Butterfly-Attracting (Flower Nectar),Terrestrial,Green,-,4.5 (Shrub & Groundcover - Dicot),-,None,None,Leaves are ovate with serrate to entire leaf margin (2.5 - 7.5 cm long).
Duranta erecta 'Sheena's Gold ®',Golden Duranta,1975,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1975,Shrub,Full Sun,Moderate Water,False,False,False,False,"Small evergreen shrub, can grow up to 2. 5 m tall and 2 m wide.","Purple, Blue",Toxic Upon Ingestion,Butterfly-Attracting (Flower Nectar),Terrestrial,"Yellow / Golden, Green",-,4.5 (Shrub & Groundcover - Dicot),Fast,None,None,"Green with a tinge of golden yellow colour, simple, opposite leaves, elliptic to ovate,, measuring about 1.5 - 7 cm by 1 - 5 cm, leaf stalk measuring about 0.5 - 1 cm long,"
Duranta erecta 'Variegata',Variegated Sky Flower,1979,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1979,"Shrub, Tree","Full Sun, Semi Shade",Moderate Water,False,False,False,True,5 m to 7.5 m,"Blue, Purple","Spines/Thorns - Stem/Branch, Irritant - Sap, Toxic Upon Ingestion","Bird-Attracting, Butterfly-Attracting (Flower Nectar)",Terrestrial,"Green, White, Yellow / Golden",-,4.5 (Shrub & Groundcover - Dicot),Moderate,-,grey,"Ovate, variegated leaves (2.5 cm long) are mostly light green with serrated, cream to light yellow leaf margin. Leaf arrangement is opposite. Leaves contain toxic saponins."
Duranta 'Variegated Dwarf',-,1980,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1980,Creeper,Full Sun,Moderate Water,False,False,False,False,A dwarf shrub with dense canopy.,-,-,Butterfly-Attracting (Flower Nectar),Terrestrial,"Green, White","Green, White",4.5 (Shrub & Groundcover - Dicot),-,None,None,"Ovate, variegated leaves of light green with white margin, serrated or toothed. Leaves are oppositely arranged along the stem."
Durio 'FRIM Red',-,7006,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7006,Tree,Full Sun,Moderate Water,False,False,False,False,-,-,-,-,Terrestrial,"Brown, Green",-,-,Fast to Moderate,-,-,None
Durio griffithii (Mast.) Bakh.,Griffith's Durian,3981,https://www.nparks.gov.sg/florafaunaweb/flora/3/9/3981,Tree,"Full Sun, Semi Shade",Moderate Water,False,True,False,False,30 m,"Cream / Off-White, Orange",-,Bat Food,Terrestrial,Green,-,-,Moderate,-,-,None
Durio kutejensis (Hassk.) Becc.,Durian Tinggang,7205,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7205,Tree,Full Sun,Moderate Water,False,False,True,False,A medium sized tree up to 25 m tall.,Red,Spines/Thorns - Fruit,-,Terrestrial,"Green, Yellow / Golden",-,-,Moderate,-,-,None
Durio singaporensis Ridl.,Singapore Durian,4012,https://www.nparks.gov.sg/florafaunaweb/flora/4/0/4012,Tree,Full Sun,Moderate Water,False,True,False,False,30 m,White,-,Bat Food,Terrestrial (Primary Rainforest),"Green, Yellow / Golden",-,-,Moderate,-,-,None
Durio testudinarius Becc.,Kura Kura,5727,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5727,Tree,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,25 m,White,-,-,Terrestrial (Primary Rainforest),Green,-,-,Moderate,Its trunk can reach up to 40 cm in diameter.,Its trunk can reach up to 40 cm in diameter.,None
Durio zibethinus L.,Durian,2865,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2865,Tree,Full Sun,Moderate Water,False,False,True,True,40 m,"White, Yellow / Golden",Spines/Thorns - Fruit,-,-,"Green, Brown","Brown, Green",3.0 (Tree - Intermediate Canopy),Moderate,-,-,None
Dyakia hendersoniana (Rchb.f.) Christenson,-,6317,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6317,Epiphyte,Semi Shade,Moderate Water,False,False,False,False,"An epiphyte, it has a sympodial, arching growth form.","Pink, White",-,-,Terrestrial,-,-,-,Moderate,None,None,-
Dyckia brevifolia Baker,Pineapple Dyckia,5932,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5932,Shrub,"Full Sun, Semi Shade",Little Water,True,False,False,False,0.6 m,Yellow / Golden,Spines/Thorns - Leaf,-,Terrestrial,Green - Light Green,-,-,-,None,None,"Thick, fleshy leaves are narrow and linear. Leaf margin is lined with sharp spines that often have black tips. Leaf underside has a silvery, striated pattern."
Dyera costulata (Miq.) Hook.f.,Jelutong,2866,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2866,Tree,"Full Sun, Semi Shade",Moderate Water,False,True,False,False,80 m,"Cream / Off-White, White, Pink, Yellow / Golden",-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest, Freshwater Swamp Forest)",Green,Red,3.0 (Tree - Intermediate Canopy),Moderate,-,-,None
Dypsis pinnatifrons,Ambolo,2624,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2624,Palm,Full Sun,Moderate Water,False,False,False,False,-,-,-,-,-,Green,-,2.5 (Palm - Solitary),Moderate,-,-,None
Dysoxylum alliaceum (Blume) Blume,Ki Bawang,6379,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6379,Tree,"Full Sun, Semi Shade","Moderate Water, Occasional Misting",False,True,False,False,Tree to 38m tall,"White, Cream / Off-White",-,Bird-Attracting,Terrestrial (Primary Rainforest),"Green, Green - Light Green",-,-,Moderate,"Trunk to 80cm in diameter, with buttresses to 60cm tall and reaching outwards by about 1m","Trunk to 80cm in diameter, with buttresses to 60cm tall and reaching outwards by about 1m",None
Dysoxylum macrocarpum Blume,-,7133,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7133,Tree,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,A big tree up to 33 m tall.,"Cream / Off-White, White",-,-,Terrestrial,Green,-,-,Moderate,"Trunk to 50 cm in diameter, with buttresses to 2 m tall and reaching outwards by about 1 m.","Trunk to 50 cm in diameter, with buttresses to 2 m tall and reaching outwards by about 1 m.",None
Ebenopsis ebano (Berland.) Barneby & J. W. Grimes,Texas Ebony,2868,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2868,"Shrub, Tree",Full Sun,Little Water,True,False,False,True,12 m,"Cream / Off-White, Yellow / Golden",Spines/Thorns - Stem/Branch,-,"Terrestrial (Grassland / Savannah/ Scrubland, Desert / Semi-Desert)",Green,Green,3.0 (Tree - Intermediate Canopy),Moderate to Slow,Smooth,Grey,"Pinnately compound leaves arranged alternately along the stem, with 3 - 5 pairs of oblong to obovate leaflets. Leaflets are green, stipular spines hidden under foliage."
